#entry|column|length|symbols|count
BASE_REFILL|0|4|S7,S2,S7,S3|1
BASE_REFILL|0|4|S7,S2,S7,S6|1
BASE_REFILL|0|4|S7,S2,S9,S8|1
BASE_REFILL|0|4|S7,S5,S4,S7|1
BASE_REFILL|0|4|S7,S7,S5,S1|1
BASE_REFILL|0|4|S8,S2,S1,S5|1
BASE_REFILL|0|4|S8,S2,S8,S7|1
BASE_REFILL|0|4|S8,S6,S1,S2|1
BASE_REFILL|0|4|S8,S7,S3,S5|1
BASE_REFILL|0|4|S8,S9,S9,S3|1
BASE_REFILL|0|4|S9,S9,S7,S2|1
BASE_REFILL|1|1|S1|12
BASE_REFILL|1|1|S2|46
BASE_REFILL|1|1|S3|46
BASE_REFILL|1|1|S4|40
BASE_REFILL|1|1|S5|31
BASE_REFILL|1|1|S6|39
BASE_REFILL|1|1|S7|41
BASE_REFILL|1|1|S8|43
BASE_REFILL|1|1|S9|31
BASE_REFILL|1|2|S1,S2|1
BASE_REFILL|1|2|S1,S3|3
BASE_REFILL|1|2|S1,S5|1
BASE_REFILL|1|2|S1,S6|2
BASE_REFILL|1|2|S1,S7|2
BASE_REFILL|1|2|S1,S9|1
BASE_REFILL|1|2|S2,S2|9
BASE_REFILL|1|2|S2,S3|5
BASE_REFILL|1|2|S2,S4|1
BASE_REFILL|1|2|S2,S5|4
BASE_REFILL|1|2|S2,S6|3
BASE_REFILL|1|2|S2,S7|6
BASE_REFILL|1|2|S2,S8|6
BASE_REFILL|1|2|S2,S9|6
BASE_REFILL|1|2|S3,S1|2
BASE_REFILL|1|2|S3,S2|4
BASE_REFILL|1|2|S3,S3|5
BASE_REFILL|1|2|S3,S4|5
BASE_REFILL|1|2|S3,S5|3
BASE_REFILL|1|2|S3,S6|5
BASE_REFILL|1|2|S3,S7|4
BASE_REFILL|1|2|S3,S8|3
BASE_REFILL|1|2|S3,S9|6
BASE_REFILL|1|2|S4,S1|2
BASE_REFILL|1|2|S4,S2|3
BASE_REFILL|1|2|S4,S3|5
BASE_REFILL|1|2|S4,S4|5
BASE_REFILL|1|2|S4,S5|3
BASE_REFILL|1|2|S4,S6|2
BASE_REFILL|1|2|S4,S7|2
BASE_REFILL|1|2|S4,S8|1
BASE_REFILL|1|2|S4,S9|2
BASE_REFILL|1|2|S5,S1|1
BASE_REFILL|1|2|S5,S2|3
BASE_REFILL|1|2|S5,S3|1
BASE_REFILL|1|2|S5,S4|2
BASE_REFILL|1|2|S5,S5|11
BASE_REFILL|1|2|S5,S6|3
BASE_REFILL|1|2|S5,S7|6
BASE_REFILL|1|2|S5,S8|3
BASE_REFILL|1|2|S5,S9|7
BASE_REFILL|1|2|S6,S3|2
BASE_REFILL|1|2|S6,S4|3
BASE_REFILL|1|2|S6,S5|1
BASE_REFILL|1|2|S6,S6|5
BASE_REFILL|1|2|S6,S7|2
BASE_REFILL|1|2|S6,S9|2
BASE_REFILL|1|2|S7,S2|2
BASE_REFILL|1|2|S7,S3|2
BASE_REFILL|1|2|S7,S4|8
BASE_REFILL|1|2|S7,S5|1
BASE_REFILL|1|2|S7,S6|4
BASE_REFILL|1|2|S7,S7|8
BASE_REFILL|1|2|S7,S8|1
BASE_REFILL|1|2|S7,S9|2
BASE_REFILL|1|2|S8,S1|2
BASE_REFILL|1|2|S8,S2|6
BASE_REFILL|1|2|S8,S3|1
BASE_REFILL|1|2|S8,S4|4
BASE_REFILL|1|2|S8,S5|4
BASE_REFILL|1|2|S8,S6|4
BASE_REFILL|1|2|S8,S7|6
BASE_REFILL|1|2|S8,S8|7
BASE_REFILL|1|2|S8,S9|3
BASE_REFILL|1|2|S9,S1|1
BASE_REFILL|1|2|S9,S2|3
BASE_REFILL|1|2|S9,S3|4
BASE_REFILL|1|2|S9,S4|2
BASE_REFILL|1|2|S9,S5|5
BASE_REFILL|1|2|S9,S6|1
BASE_REFILL|1|2|S9,S7|4
BASE_REFILL|1|2|S9,S8|1
BASE_REFILL|1|2|S9,S9|7
BASE_REFILL|1|3|S1,S1,S2|1
BASE_REFILL|1|3|S1,S3,S4|1
BASE_REFILL|1|3|S1,S5,S8|1
BASE_REFILL|1|3|S1,S6,S7|1
BASE_REFILL|1|3|S1,S7,S7|1
BASE_REFILL|1|3|S1,S8,S6|1
BASE_REFILL|1|3|S1,S9,S4|1
BASE_REFILL|1|3|S2,S1,S7|1
BASE_REFILL|1|3|S2,S2,S4|1
BASE_REFILL|1|3|S2,S3,S6|1
BASE_REFILL|1|3|S2,S4,S9|1
BASE_REFILL|1|3|S2,S5,S3|1
BASE_REFILL|1|3|S2,S5,S7|1
BASE_REFILL|1|3|S2,S6,S2|2
BASE_REFILL|1|3|S2,S6,S6|1
BASE_REFILL|1|3|S2,S7,S9|1
BASE_REFILL|1|3|S2,S9,S4|1
BASE_REFILL|1|3|S2,S9,S6|2
BASE_REFILL|1|3|S3,S1,S5|1
BASE_REFILL|1|3|S3,S2,S6|2
BASE_REFILL|1|3|S3,S3,S3|1
BASE_REFILL|1|3|S3,S3,S9|1
BASE_REFILL|1|3|S3,S4,S4|1
BASE_REFILL|1|3|S3,S4,S6|2
BASE_REFILL|1|3|S3,S5,S2|1
BASE_REFILL|1|3|S3,S5,S7|2
BASE_REFILL|1|3|S3,S6,S3|1
BASE_REFILL|1|3|S3,S6,S7|1
BASE_REFILL|1|3|S3,S7,S2|2
BASE_REFILL|1|3|S3,S7,S7|4
BASE_REFILL|1|3|S3,S8,S5|1
BASE_REFILL|1|3|S3,S9,S3|2
BASE_REFILL|1|3|S3,S9,S4|1
BASE_REFILL|1|3|S3,S9,S8|1
BASE_REFILL|1|3|S3,S9,S9|1
BASE_REFILL|1|3|S4,S1,S4|1
BASE_REFILL|1|3|S4,S2,S3|1
BASE_REFILL|1|3|S4,S2,S8|1
BASE_REFILL|1|3|S4,S3,S5|1
BASE_REFILL|1|3|S4,S4,S2|2
BASE_REFILL|1|3|S4,S4,S3|2
BASE_REFILL|1|3|S4,S4,S4|1
BASE_REFILL|1|3|S4,S4,S7|1
BASE_REFILL|1|3|S4,S5,S3|1
BASE_REFILL|1|3|S4,S5,S6|1
BASE_REFILL|1|3|S4,S5,S8|1
BASE_REFILL|1|3|S4,S5,S9|1
BASE_REFILL|1|3|S4,S6,S5|2
BASE_REFILL|1|3|S4,S6,S6|1
BASE_REFILL|1|3|S4,S6,S8|1
BASE_REFILL|1|3|S4,S7,S7|1
BASE_REFILL|1|3|S4,S8,S2|1
BASE_REFILL|1|3|S4,S8,S6|1
BASE_REFILL|1|3|S4,S8,S8|1
BASE_REFILL|1|3|S4,S8,S9|1
BASE_REFILL|1|3|S5,S2,S2|1
BASE_REFILL|1|3|S5,S3,S4|1
BASE_REFILL|1|3|S5,S4,S5|1
BASE_REFILL|1|3|S5,S4,S6|2
BASE_REFILL|1|3|S5,S4,S8|1
BASE_REFILL|1|3|S5,S5,S4|1
BASE_REFILL|1|3|S5,S5,S5|3
BASE_REFILL|1|3|S5,S6,S9|1
BASE_REFILL|1|3|S5,S7,S3|1
BASE_REFILL|1|3|S5,S7,S7|1
BASE_REFILL|1|3|S5,S8,S5|1
BASE_REFILL|1|3|S5,S8,S8|3
BASE_REFILL|1|3|S5,S9,S5|1
BASE_REFILL|1|3|S6,S2,S9|2
BASE_REFILL|1|3|S6,S3,S5|1
BASE_REFILL|1|3|S6,S3,S8|1
BASE_REFILL|1|3|S6,S4,S3|1
BASE_REFILL|1|3|S6,S5,S4|1
BASE_REFILL|1|3|S6,S5,S8|2
BASE_REFILL|1|3|S6,S5,S9|1
BASE_REFILL|1|3|S6,S6,S2|2
BASE_REFILL|1|3|S6,S6,S6|3
BASE_REFILL|1|3|S6,S6,S7|2
BASE_REFILL|1|3|S6,S6,S9|1
BASE_REFILL|1|3|S6,S7,S2|1
BASE_REFILL|1|3|S6,S8,S4|1
BASE_REFILL|1|3|S6,S8,S6|1
BASE_REFILL|1|3|S6,S8,S8|1
BASE_REFILL|1|3|S7,S1,S5|1
BASE_REFILL|1|3|S7,S3,S3|1
BASE_REFILL|1|3|S7,S3,S8|1
BASE_REFILL|1|3|S7,S4,S3|1
BASE_REFILL|1|3|S7,S4,S7|1
BASE_REFILL|1|3|S7,S4,S8|1
BASE_REFILL|1|3|S7,S5,S4|1
BASE_REFILL|1|3|S7,S5,S5|2
BASE_REFILL|1|3|S7,S5,S9|1
BASE_REFILL|1|3|S7,S6,S9|1
BASE_REFILL|1|3|S7,S7,S3|1
BASE_REFILL|1|3|S7,S7,S7|1
BASE_REFILL|1|3|S7,S7,S9|1
BASE_REFILL|1|3|S7,S8,S5|1
BASE_REFILL|1|3|S7,S8,S8|2
BASE_REFILL|1|3|S7,S8,S9|1
BASE_REFILL|1|3|S7,S9,S4|1
BASE_REFILL|1|3|S8,S1,S2|1
BASE_REFILL|1|3|S8,S2,S5|1
BASE_REFILL|1|3|S8,S2,S9|1
BASE_REFILL|1|3|S8,S3,S2|2
BASE_REFILL|1|3|S8,S3,S3|2
BASE_REFILL|1|3|S8,S4,S2|2
BASE_REFILL|1|3|S8,S4,S4|3
BASE_REFILL|1|3|S8,S5,S5|1
BASE_REFILL|1|3|S8,S5,S6|3
BASE_REFILL|1|3|S8,S5,S7|1
BASE_REFILL|1|3|S8,S5,S8|1
BASE_REFILL|1|3|S8,S5,S9|1
BASE_REFILL|1|3|S8,S6,S3|1
BASE_REFILL|1|3|S8,S6,S8|1
BASE_REFILL|1|3|S8,S7,S2|1
BASE_REFILL|1|3|S8,S7,S5|1
BASE_REFILL|1|3|S8,S7,S6|1
BASE_REFILL|1|3|S8,S8,S6|4
BASE_REFILL|1|3|S8,S8,S8|1
BASE_REFILL|1|3|S8,S8,S9|1
BASE_REFILL|1|3|S8,S9,S4|1
BASE_REFILL|1|3|S8,S9,S6|1
BASE_REFILL|1|3|S8,S9,S7|2
BASE_REFILL|1|3|S8,S9,S9|1
BASE_REFILL|1|3|S9,S1,S4|1
BASE_REFILL|1|3|S9,S2,S4|1
BASE_REFILL|1|3|S9,S2,S5|1
BASE_REFILL|1|3|S9,S2,S7|2
BASE_REFILL|1|3|S9,S2,S8|1
BASE_REFILL|1|3|S9,S3,S9|1
BASE_REFILL|1|3|S9,S4,S1|1
BASE_REFILL|1|3|S9,S4,S2|1
BASE_REFILL|1|3|S9,S4,S9|1
BASE_REFILL|1|3|S9,S5,S5|1
BASE_REFILL|1|3|S9,S6,S5|3
BASE_REFILL|1|3|S9,S6,S6|1
BASE_REFILL|1|3|S9,S6,S9|1
BASE_REFILL|1|3|S9,S7,S2|1
BASE_REFILL|1|3|S9,S7,S6|1
BASE_REFILL|1|3|S9,S7,S8|1
BASE_REFILL|1|3|S9,S8,S5|2
BASE_REFILL|1|3|S9,S8,S9|1
BASE_REFILL|1|3|S9,S9,S2|1
BASE_REFILL|1|3|S9,S9,S4|1
BASE_REFILL|1|3|S9,S9,S5|2
BASE_REFILL|1|4|S1,S2,S2,S4|1
BASE_REFILL|1|4|S1,S5,S4,S5|1
BASE_REFILL|1|4|S1,S7,S6,S8|1
BASE_REFILL|1|4|S2,S2,S2,S3|1
BASE_REFILL|1|4|S2,S2,S3,S9|1
BASE_REFILL|1|4|S2,S2,S8,S3|1
BASE_REFILL|1|4|S2,S6,S8,S7|1
BASE_REFILL|1|4|S2,S8,S5,S2|1
BASE_REFILL|1|4|S3,S3,S2,S9|1
BASE_REFILL|1|4|S3,S4,S6,S8|2
BASE_REFILL|1|4|S3,S4,S7,S5|1
BASE_REFILL|1|4|S3,S5,S9,S2|1
BASE_REFILL|1|4|S3,S7,S3,S4|1
BASE_REFILL|1|4|S3,S7,S9,S3|2
BASE_REFILL|1|4|S4,S4,S1,S2|1
BASE_REFILL|1|4|S4,S5,S9,S5|1
BASE_REFILL|1|4|S4,S9,S3,S4|1
BASE_REFILL|1|4|S5,S2,S9,S1|1
BASE_REFILL|1|4|S5,S4,S4,S3|1
BASE_REFILL|1|4|S5,S4,S8,S3|1
BASE_REFILL|1|4|S6,S3,S1,S6|1
BASE_REFILL|1|4|S6,S3,S5,S9|1
BASE_REFILL|1|4|S6,S3,S8,S1|1
BASE_REFILL|1|4|S6,S3,S9,S7|1
BASE_REFILL|1|4|S6,S7,S6,S9|1
BASE_REFILL|1|4|S6,S7,S7,S9|1
BASE_REFILL|1|4|S6,S8,S1,S7|1
BASE_REFILL|1|4|S7,S1,S2,S1|1
BASE_REFILL|1|4|S7,S1,S7,S4|1
BASE_REFILL|1|4|S7,S2,S4,S6|1
BASE_REFILL|1|4|S7,S4,S5,S7|1
BASE_REFILL|1|4|S7,S5,S6,S8|1
BASE_REFILL|1|4|S7,S5,S7,S2|1
BASE_REFILL|1|4|S7,S7,S8,S3|1
BASE_REFILL|1|4|S8,S2,S1,S5|1
BASE_REFILL|1|4|S8,S4,S8,S9|1
BASE_REFILL|1|4|S8,S5,S1,S5|1
BASE_REFILL|1|4|S8,S5,S9,S5|1
BASE_REFILL|1|4|S8,S6,S6,S4|1
BASE_REFILL|1|4|S9,S2,S2,S5|1
BASE_REFILL|1|4|S9,S2,S6,S2|1
BASE_REFILL|1|4|S9,S6,S5,S3|1
BASE_REFILL|1|4|S9,S7,S4,S4|1
BASE_REFILL|1|4|S9,S8,S7,S2|1
BASE_REFILL|1|4|S9,S9,S6,S1|2
BASE_REFILL|1|5|S3,S8,S9,S9,S3|1
BASE_REFILL|1|5|S4,S6,S3,S6,S3|1
BASE_REFILL|1|5|S5,S3,S8,S6,S6|1
BASE_REFILL|1|5|S5,S5,S3,S8,S3|1
BASE_REFILL|1|5|S6,S3,S6,S5,S6|1
BASE_REFILL|1|5|S7,S3,S6,S5,S5|1
BASE_REFILL|1|5|S7,S7,S1,S8,S9|1
BASE_REFILL|1|5|S9,S5,S5,S5,S5|1
BASE_REFILL|2|1|S1|15
BASE_REFILL|2|1|S2|39
BASE_REFILL|2|1|S3|48
BASE_REFILL|2|1|S4|40
BASE_REFILL|2|1|S5|43
BASE_REFILL|2|1|S6|28
BASE_REFILL|2|1|S7|44
BASE_REFILL|2|1|S8|44
BASE_REFILL|2|1|S9|39
BASE_REFILL|2|2|S1,S1|1
BASE_REFILL|2|2|S1,S4|2
BASE_REFILL|2|2|S1,S8|1
BASE_REFILL|2|2|S1,S9|1
BASE_REFILL|2|2|S2,S1|2
BASE_REFILL|2|2|S2,S2|12
BASE_REFILL|2|2|S2,S3|5
BASE_REFILL|2|2|S2,S4|2
BASE_REFILL|2|2|S2,S5|5
BASE_REFILL|2|2|S2,S6|4
BASE_REFILL|2|2|S2,S7|4
BASE_REFILL|2|2|S2,S8|3
BASE_REFILL|2|2|S2,S9|3
BASE_REFILL|2|2|S3,S1|3
BASE_REFILL|2|2|S3,S2|7
BASE_REFILL|2|2|S3,S3|16
BASE_REFILL|2|2|S3,S4|4
BASE_REFILL|2|2|S3,S5|1
BASE_REFILL|2|2|S3,S6|4
BASE_REFILL|2|2|S3,S7|3
BASE_REFILL|2|2|S3,S8|2
BASE_REFILL|2|2|S3,S9|3
BASE_REFILL|2|2|S4,S2|9
BASE_REFILL|2|2|S4,S3|6
BASE_REFILL|2|2|S4,S4|10
BASE_REFILL|2|2|S4,S5|6
BASE_REFILL|2|2|S4,S6|4
BASE_REFILL|2|2|S4,S7|6
BASE_REFILL|2|2|S4,S8|5
BASE_REFILL|2|2|S4,S9|3
BASE_REFILL|2|2|S5,S1|2
BASE_REFILL|2|2|S5,S2|3
BASE_REFILL|2|2|S5,S3|5
BASE_REFILL|2|2|S5,S4|2
BASE_REFILL|2|2|S5,S5|10
BASE_REFILL|2|2|S5,S6|3
BASE_REFILL|2|2|S5,S7|2
BASE_REFILL|2|2|S5,S8|1
BASE_REFILL|2|2|S5,S9|4
BASE_REFILL|2|2|S6,S2|2
BASE_REFILL|2|2|S6,S3|6
BASE_REFILL|2|2|S6,S4|5
BASE_REFILL|2|2|S6,S5|3
BASE_REFILL|2|2|S6,S6|6
BASE_REFILL|2|2|S6,S8|2
BASE_REFILL|2|2|S6,S9|4
BASE_REFILL|2|2|S7,S1|2
BASE_REFILL|2|2|S7,S2|13
BASE_REFILL|2|2|S7,S3|5
BASE_REFILL|2|2|S7,S4|6
BASE_REFILL|2|2|S7,S5|4
BASE_REFILL|2|2|S7,S6|4
BASE_REFILL|2|2|S7,S7|4
BASE_REFILL|2|2|S7,S8|6
BASE_REFILL|2|2|S7,S9|4
BASE_REFILL|2|2|S8,S1|1
BASE_REFILL|2|2|S8,S2|8
BASE_REFILL|2|2|S8,S3|3
BASE_REFILL|2|2|S8,S4|3
BASE_REFILL|2|2|S8,S5|6
BASE_REFILL|2|2|S8,S6|7
BASE_REFILL|2|2|S8,S7|3
BASE_REFILL|2|2|S8,S8|9
BASE_REFILL|2|2|S8,S9|4
BASE_REFILL|2|2|S9,S1|2
BASE_REFILL|2|2|S9,S2|10
BASE_REFILL|2|2|S9,S3|6
BASE_REFILL|2|2|S9,S4|1
BASE_REFILL|2|2|S9,S5|4
BASE_REFILL|2|2|S9,S6|3
BASE_REFILL|2|2|S9,S7|4
BASE_REFILL|2|2|S9,S8|8
BASE_REFILL|2|2|S9,S9|5
BASE_REFILL|2|3|S1,S3,S3|1
BASE_REFILL|2|3|S1,S5,S3|2
BASE_REFILL|2|3|S1,S5,S7|1
BASE_REFILL|2|3|S1,S8,S9|1
BASE_REFILL|2|3|S1,S9,S3|1
BASE_REFILL|2|3|S2,S1,S4|1
BASE_REFILL|2|3|S2,S2,S1|3
BASE_REFILL|2|3|S2,S2,S2|1
BASE_REFILL|2|3|S2,S2,S7|1
BASE_REFILL|2|3|S2,S2,S8|1
BASE_REFILL|2|3|S2,S3,S5|1
BASE_REFILL|2|3|S2,S3,S9|1
BASE_REFILL|2|3|S2,S4,S1|3
BASE_REFILL|2|3|S2,S4,S4|1
BASE_REFILL|2|3|S2,S5,S5|3
BASE_REFILL|2|3|S2,S6,S3|1
BASE_REFILL|2|3|S2,S6,S8|1
BASE_REFILL|2|3|S2,S6,S9|1
BASE_REFILL|2|3|S2,S7,S4|1
BASE_REFILL|2|3|S2,S7,S5|1
BASE_REFILL|2|3|S2,S7,S8|1
BASE_REFILL|2|3|S2,S8,S3|1
BASE_REFILL|2|3|S2,S9,S9|1
BASE_REFILL|2|3|S3,S2,S3|1
BASE_REFILL|2|3|S3,S2,S5|1
BASE_REFILL|2|3|S3,S2,S6|1
BASE_REFILL|2|3|S3,S3,S1|1
BASE_REFILL|2|3|S3,S3,S3|2
BASE_REFILL|2|3|S3,S3,S5|1
BASE_REFILL|2|3|S3,S3,S7|3
BASE_REFILL|2|3|S3,S3,S8|1
BASE_REFILL|2|3|S3,S4,S2|1
BASE_REFILL|2|3|S3,S4,S4|1
BASE_REFILL|2|3|S3,S5,S3|1
BASE_REFILL|2|3|S3,S6,S3|1
BASE_REFILL|2|3|S3,S6,S6|1
BASE_REFILL|2|3|S3,S6,S8|1
BASE_REFILL|2|3|S3,S8,S3|1
BASE_REFILL|2|3|S3,S8,S9|1
BASE_REFILL|2|3|S3,S9,S2|1
BASE_REFILL|2|3|S3,S9,S7|2
BASE_REFILL|2|3|S3,S9,S9|2
BASE_REFILL|2|3|S4,S2,S3|1
BASE_REFILL|2|3|S4,S2,S5|1
BASE_REFILL|2|3|S4,S3,S7|1
BASE_REFILL|2|3|S4,S4,S9|1
BASE_REFILL|2|3|S4,S5,S2|1
BASE_REFILL|2|3|S4,S5,S5|3
BASE_REFILL|2|3|S4,S5,S7|1
BASE_REFILL|2|3|S4,S6,S2|2
BASE_REFILL|2|3|S4,S7,S2|3
BASE_REFILL|2|3|S4,S7,S7|1
BASE_REFILL|2|3|S4,S8,S3|2
BASE_REFILL|2|3|S4,S8,S5|1
BASE_REFILL|2|3|S4,S8,S6|1
BASE_REFILL|2|3|S4,S9,S1|1
BASE_REFILL|2|3|S4,S9,S9|2
BASE_REFILL|2|3|S5,S1,S2|1
BASE_REFILL|2|3|S5,S2,S2|3
BASE_REFILL|2|3|S5,S2,S6|1
BASE_REFILL|2|3|S5,S3,S3|1
BASE_REFILL|2|3|S5,S3,S7|1
BASE_REFILL|2|3|S5,S4,S2|1
BASE_REFILL|2|3|S5,S4,S3|1
BASE_REFILL|2|3|S5,S4,S4|1
BASE_REFILL|2|3|S5,S4,S7|1
BASE_REFILL|2|3|S5,S5,S4|1
BASE_REFILL|2|3|S5,S5,S5|2
BASE_REFILL|2|3|S5,S5,S6|1
BASE_REFILL|2|3|S5,S5,S7|1
BASE_REFILL|2|3|S5,S5,S8|1
BASE_REFILL|2|3|S5,S5,S9|1
BASE_REFILL|2|3|S5,S7,S3|2
BASE_REFILL|2|3|S5,S8,S5|2
BASE_REFILL|2|3|S5,S8,S8|3
BASE_REFILL|2|3|S5,S9,S5|1
BASE_REFILL|2|3|S5,S9,S6|1
BASE_REFILL|2|3|S6,S2,S3|1
BASE_REFILL|2|3|S6,S2,S6|3
BASE_REFILL|2|3|S6,S3,S3|1
BASE_REFILL|2|3|S6,S3,S8|1
BASE_REFILL|2|3|S6,S4,S9|1
BASE_REFILL|2|3|S6,S5,S5|2
BASE_REFILL|2|3|S6,S5,S9|1
BASE_REFILL|2|3|S6,S6,S4|1
BASE_REFILL|2|3|S6,S6,S7|1
BASE_REFILL|2|3|S6,S6,S8|1
BASE_REFILL|2|3|S6,S7,S6|2
BASE_REFILL|2|3|S6,S7,S7|1
BASE_REFILL|2|3|S6,S7,S8|1
BASE_REFILL|2|3|S6,S7,S9|1
