#entry|col|tokens|count
CASCADE_REFILL|0|1H5,1H5,1H5,1A,1H5|1
CASCADE_REFILL|0|1H5,1H5,1J,1K,1H5|1
CASCADE_REFILL|0|1H5,1H5,1K,1K,1H6|1
CASCADE_REFILL|0|1H5,1H5,1K,1T,1A|1
CASCADE_REFILL|0|1H5,1H6,1H3,1K,1J|1
CASCADE_REFILL|0|1H5,1J,1H5,1A,1Q|1
CASCADE_REFILL|0|1H5,1J,1J,1H6,1K|1
CASCADE_REFILL|0|1H5,1J,1Q,1K,1H5|1
CASCADE_REFILL|0|1H5,1J,1Q,1T,1Q|1
CASCADE_REFILL|0|1H5,1J,1T,1K,1K|1
CASCADE_REFILL|0|1H5,1K,1H3,1H2,1H3|1
CASCADE_REFILL|0|1H5,1K,1Q,1J,1H3|1
CASCADE_REFILL|0|1H5,1K,1Q,1Q,1Scat|1
CASCADE_REFILL|0|1H5,1K,1T,1A,1H3|1
CASCADE_REFILL|0|1H5,1Q,1A,1H2,1H6|1
CASCADE_REFILL|0|1H5,1T,1H4,1H4,1Q|1
CASCADE_REFILL|0|1H5,1T,1H5,1H5,1H2|1
CASCADE_REFILL|0|1H5,1T,1K,1A,1H3|1
CASCADE_REFILL|0|1H5,1T,1Q,1A,1J|1
CASCADE_REFILL|0|1H6,1A,1H5,1H2,1A|1
CASCADE_REFILL|0|1H6,1A,1J,1H6,1H2|1
CASCADE_REFILL|0|1H6,1A,1K,1K,1K|1
CASCADE_REFILL|0|1H6,1H2,1H6,1A,1J|1
CASCADE_REFILL|0|1H6,1H2,1Q,1K,1K|1
CASCADE_REFILL|0|1H6,1H3,1H3,1J,1A|1
CASCADE_REFILL|0|1H6,1H3,1Q,1Q,1T|1
CASCADE_REFILL|0|1H6,1H4,1H3,1H2,1K|1
CASCADE_REFILL|0|1H6,1H4,1J,1H6,1H6|1
CASCADE_REFILL|0|1H6,1H4,1J,1J,1H3|1
CASCADE_REFILL|0|1H6,1H4,1K,1H6,1Q|1
CASCADE_REFILL|0|1H6,1H5,1A,1H4,1A|1
CASCADE_REFILL|0|1H6,1H5,1A,1H4,1H5|1
CASCADE_REFILL|0|1H6,1H6,1A,1J,1H6|1
CASCADE_REFILL|0|1H6,1H6,1H2,1A,1A|1
CASCADE_REFILL|0|1H6,1H6,1K,1A,1H4|1
CASCADE_REFILL|0|1H6,1H6,1Q,1J,1H5|1
CASCADE_REFILL|0|1H6,1J,1J,1A,1H5|1
CASCADE_REFILL|0|1H6,1K,1H5,1H6,1J|1
CASCADE_REFILL|0|1H6,1K,1H6,1H2,1H3|1
CASCADE_REFILL|0|1H6,1K,1T,1H4,1H4|1
CASCADE_REFILL|0|1H6,1Q,1H2,1Q,1H3|1
CASCADE_REFILL|0|1H6,1Scat,1H4,1H3,1H3|1
CASCADE_REFILL|0|1H6,1T,1H5,1Q,1H6|1
CASCADE_REFILL|0|1H6,1T,1K,1H3,1H6|1
CASCADE_REFILL|0|1H6,1T,1Q,1A,1J|1
CASCADE_REFILL|0|1J,1A,1A,1H5,1J|1
CASCADE_REFILL|0|1J,1A,1Q,1H6,1H6|1
CASCADE_REFILL|0|1J,1H2,1A,1Q,1Q|1
CASCADE_REFILL|0|1J,1H2,1H2,1H5,1T|1
CASCADE_REFILL|0|1J,1H2,1H4,1Scat,1K|1
CASCADE_REFILL|0|1J,1H2,1T,1H3,1H3|1
CASCADE_REFILL|0|1J,1H3,1A,1H2,1T|1
CASCADE_REFILL|0|1J,1H3,1A,1H3,1H5|1
CASCADE_REFILL|0|1J,1H3,1T,1Q,1H5|1
CASCADE_REFILL|0|1J,1H4,1H3,1H4,1K|1
CASCADE_REFILL|0|1J,1H4,1J,1H3,1H3|1
CASCADE_REFILL|0|1J,1H4,1Q,1K,1H3|1
CASCADE_REFILL|0|1J,1H4,1Scat,1K,1T|1
CASCADE_REFILL|0|1J,1H5,1H5,1H4,1J|1
CASCADE_REFILL|0|1J,1H5,1H5,1Q,1T|1
CASCADE_REFILL|0|1J,1H5,1J,1H3,1H3|1
CASCADE_REFILL|0|1J,1H5,1J,1K,1H4|1
CASCADE_REFILL|0|1J,1H6,1H6,1H2,1H3|1
CASCADE_REFILL|0|1J,1H6,1T,1K,1H6|1
CASCADE_REFILL|0|1J,1K,1H6,1H6,1H4|1
CASCADE_REFILL|0|1J,1K,1J,1H5,1H4|1
CASCADE_REFILL|0|1J,1Q,1T,1A,1H4|1
CASCADE_REFILL|0|1J,1T,1A,1Q,1K|1
CASCADE_REFILL|0|1J,1T,1T,1H6,1H3|1
CASCADE_REFILL|0|1J,1T,1T,1Q,1A|1
CASCADE_REFILL|0|1K,1A,1T,1Q,1J|1
CASCADE_REFILL|0|1K,1H2,1H3,1H3,1K|1
CASCADE_REFILL|0|1K,1H2,1H6,1A,1H4|1
CASCADE_REFILL|0|1K,1H2,1J,1A,1T|1
CASCADE_REFILL|0|1K,1H2,1K,1Q,1H3|1
CASCADE_REFILL|0|1K,1H2,1T,1H3,1H3|1
CASCADE_REFILL|0|1K,1H2,1T,1H4,1H4|1
CASCADE_REFILL|0|1K,1H2,1T,1H4,1Scat|1
CASCADE_REFILL|0|1K,1H3,1H3,1J,1A|1
CASCADE_REFILL|0|1K,1H3,1J,1A,1Q|1
CASCADE_REFILL|0|1K,1H3,1J,1J,1J|1
CASCADE_REFILL|0|1K,1H4,1J,1H4,1Q|1
CASCADE_REFILL|0|1K,1H5,1Scat,1H2,1A|1
CASCADE_REFILL|0|1K,1H6,1A,1J,1H6|1
CASCADE_REFILL|0|1K,1H6,1H5,1H2,1H3|1
CASCADE_REFILL|0|1K,1J,1A,1Q,1A|1
CASCADE_REFILL|0|1K,1J,1J,1Q,1T|1
CASCADE_REFILL|0|1K,1J,1K,1A,1A|1
CASCADE_REFILL|0|1K,1J,1K,1T,1T|1
CASCADE_REFILL|0|1K,1K,1H4,1H3,1H4|1
CASCADE_REFILL|0|1K,1K,1K,1J,1J|1
CASCADE_REFILL|0|1K,1Q,1H6,1H2,1H2|1
CASCADE_REFILL|0|1K,1Q,1H6,1J,1K|1
CASCADE_REFILL|0|1K,1Q,1H6,1Q,1H5|1
CASCADE_REFILL|0|1K,1Q,1J,1H2,1J|1
CASCADE_REFILL|0|1K,1T,1H2,1J,1Q|1
CASCADE_REFILL|0|1K,1T,1H4,1H3,1J|1
CASCADE_REFILL|0|1K,1T,1H6,1A,1H5|1
CASCADE_REFILL|0|1K,1T,1T,1A,1A|1
CASCADE_REFILL|0|1Q,1A,1A,1H6,1T|1
CASCADE_REFILL|0|1Q,1A,1H2,1A,1J|1
CASCADE_REFILL|0|1Q,1A,1H4,1H5,1K|1
CASCADE_REFILL|0|1Q,1A,1J,1H2,1Q|1
CASCADE_REFILL|0|1Q,1H1,1H3,1Scat,1H2|1
CASCADE_REFILL|0|1Q,1H2,1H5,1T,1Q|1
CASCADE_REFILL|0|1Q,1H2,1J,1J,1J|1
CASCADE_REFILL|0|1Q,1H2,1K,1K,1K|1
CASCADE_REFILL|0|1Q,1H2,1Q,1H2,1Scat|1
CASCADE_REFILL|0|1Q,1H4,1J,1H3,1Q|1
CASCADE_REFILL|0|1Q,1H4,1Scat,1K,1T|1
CASCADE_REFILL|0|1Q,1H5,1H3,1H2,1H3|1
CASCADE_REFILL|0|1Q,1J,1H6,1H4,1H6|1
CASCADE_REFILL|0|1Q,1J,1J,1H6,1K|1
CASCADE_REFILL|0|1Q,1J,1T,1H2,1J|1
CASCADE_REFILL|0|1Q,1Q,1A,1A,1H6|1
CASCADE_REFILL|0|1Q,1Q,1A,1Q,1A|1
CASCADE_REFILL|0|1Q,1T,1A,1A,1J|1
CASCADE_REFILL|0|1Q,1T,1K,1Q,1H2|1
CASCADE_REFILL|0|1Q,1T,1T,1H3,1H3|1
CASCADE_REFILL|0|1Scat,1H2,1A,1A,1T|1
CASCADE_REFILL|0|1Scat,1H2,1H3,1A,1A|1
CASCADE_REFILL|0|1Scat,1H2,1Q,1H5,1J|1
CASCADE_REFILL|0|1Scat,1H4,1H3,1H3,1T|1
CASCADE_REFILL|0|1Scat,1H4,1J,1K,1A|1
CASCADE_REFILL|0|1Scat,1H5,1T,1H4,1H1|1
CASCADE_REFILL|0|1Scat,1K,1T,1H4,1H3|1
CASCADE_REFILL|0|1Scat,1T,1T,1J,1H2|1
CASCADE_REFILL|0|1T,1A,1H4,1T,1H5|1
CASCADE_REFILL|0|1T,1A,1Q,1K,1H3|1
CASCADE_REFILL|0|1T,1H1,1K,1H5,1H2|1
CASCADE_REFILL|0|1T,1H2,1H2,1J,1H5|1
CASCADE_REFILL|0|1T,1H2,1J,1J,1H3|1
CASCADE_REFILL|0|1T,1H2,1Q,1K,1K|1
CASCADE_REFILL|0|1T,1H3,1H3,1A,1A|1
CASCADE_REFILL|0|1T,1H3,1H5,1Scat,1H2|1
CASCADE_REFILL|0|1T,1H3,1K,1H3,1H3|1
CASCADE_REFILL|0|1T,1H3,1T,1A,1A|1
CASCADE_REFILL|0|1T,1H4,1A,1A,1J|1
CASCADE_REFILL|0|1T,1H4,1A,1H3,1H5|1
CASCADE_REFILL|0|1T,1H4,1J,1H4,1Q|1
CASCADE_REFILL|0|1T,1H5,1A,1H4,1A|1
CASCADE_REFILL|0|1T,1H5,1K,1A,1J|1
CASCADE_REFILL|0|1T,1J,1H2,1H4,1Scat|1
CASCADE_REFILL|0|1T,1K,1A,1H2,1H3|1
CASCADE_REFILL|0|1T,1K,1H4,1H4,1Q|1
CASCADE_REFILL|0|1T,1K,1J,1T,1Q|1
CASCADE_REFILL|0|1T,1K,1Q,1J,1H2|1
CASCADE_REFILL|0|1T,1K,1T,1J,1Q|1
CASCADE_REFILL|0|1T,1Q,1K,1H5,1H4|1
CASCADE_REFILL|0|1T,1Scat,1H2,1A,1H3|1
CASCADE_REFILL|0|1T,1Scat,1H2,1Q,1J|1
CASCADE_REFILL|0|1T,1T,1H6,1H2,1H3|1
CASCADE_REFILL|0|1T,1T,1Q,1A,1J|1
CASCADE_REFILL|1|1A,1A,1H3,1Q,1H2,1K|1
CASCADE_REFILL|1|1A,1A,1J,1T,1Q,1Scat|1
CASCADE_REFILL|1|1A,1H2,1H4,1J,1J,1A|1
CASCADE_REFILL|1|1A,1H2,1J,1Q,1A,1Q|1
CASCADE_REFILL|1|1A,1H2,1Q,1H5,1H5,1H6|1
CASCADE_REFILL|1|1A,1H3,1J,1K,1J,1H2|1
CASCADE_REFILL|1|1A,1H3,1Q,1H4,1H6,1H3|1
CASCADE_REFILL|1|1A,1H4,1H4,1K,1H2,1H4|1
CASCADE_REFILL|1|1A,1H4,1J,1K,1J,1H2|2
CASCADE_REFILL|1|1A,1H4,3Wild,1J|1
CASCADE_REFILL|1|1A,1H5,1H3,1T,1K,1Scat|1
CASCADE_REFILL|1|1A,1H6,4Wild|1
CASCADE_REFILL|1|1A,1J,1H3,3J|1
CASCADE_REFILL|1|1A,1J,1H4,1J,1K,1J|1
CASCADE_REFILL|1|1A,1J,1H6,1K,1A,1J|1
CASCADE_REFILL|1|1A,1J,1Q,1A,1H3,1Q|1
CASCADE_REFILL|1|1A,1J,1T,1H2,2T|1
CASCADE_REFILL|1|1A,1K,1A,1H3,1Q,1K|1
CASCADE_REFILL|1|1A,1K,1A,1H4,1H4,1J|1
CASCADE_REFILL|1|1A,1K,1J,1Q,1A,1Q|1
CASCADE_REFILL|1|1A,1K,1K,1H2,1H4,1K|1
CASCADE_REFILL|1|1A,1T,1H5,1H5,1J,1H6|1
CASCADE_REFILL|1|1A,1T,1Scat,1K,1H5,1H5|1
CASCADE_REFILL|1|1H1,1H3,1A,1Scat,1K,1T|1
CASCADE_REFILL|1|1H2,1A,1J,1H2,1H3,1Q|1
CASCADE_REFILL|1|1H2,1H3,1H3,1A,1H2,1H1|1
CASCADE_REFILL|1|1H2,1H3,1Q,3H4|1
CASCADE_REFILL|1|1H2,1H5,1H5,1J,1H6,1H2|1
CASCADE_REFILL|1|1H2,1H5,1H6,1K,1H4,1H4|1
CASCADE_REFILL|1|1H2,1H5,3T,1J|1
CASCADE_REFILL|1|1H2,1H6,1J,1T,1A,1T|1
CASCADE_REFILL|1|1H2,1J,1H6,1T,1A,1T|1
CASCADE_REFILL|1|1H2,1J,1Q,1H3,1A,1H3|1
CASCADE_REFILL|1|1H2,1K,1Q,1A,1H2,1H1|1
CASCADE_REFILL|1|1H2,1Q,3H4,1A|1
CASCADE_REFILL|1|1H2,1T,1H3,1K,1K,1A|1
CASCADE_REFILL|1|1H2,2Scat,2A,1H4|1
CASCADE_REFILL|1|1H3,1A,1H2,1H6,1T,1Q|1
CASCADE_REFILL|1|1H3,1A,1H5,1Scat,1K,1T|1
CASCADE_REFILL|1|1H3,1A,1K,1H2,1H6,1H2|1
CASCADE_REFILL|1|1H3,1A,1K,1H4,1Scat,1H3|1
CASCADE_REFILL|1|1H3,1A,1T,1J,1J,1Scat|1
CASCADE_REFILL|1|1H3,1A,2H4,1Q,1J|1
CASCADE_REFILL|1|1H3,1H2,1A,1H2,1T,1Q|1
CASCADE_REFILL|1|1H3,1H2,1H3,1A,1H3,1K|1
CASCADE_REFILL|1|1H3,1H2,1H6,1H2,1Q,1J|1
CASCADE_REFILL|1|1H3,1H2,1K,1H2,1A,1T|1
CASCADE_REFILL|1|1H3,1H2,1K,1H4,1Scat,1H3|1
CASCADE_REFILL|1|1H3,1H2,1K,1K,1A,1H3|1
CASCADE_REFILL|1|1H3,1H3,1H4,1K,1H5,1T|1
CASCADE_REFILL|1|1H3,1H3,1K,1K,1A,1H3|1
CASCADE_REFILL|1|1H3,1H3,1Q,1J,2H6|1
CASCADE_REFILL|1|1H3,1H4,1H3,1Q,1H2,1H4|1
CASCADE_REFILL|1|1H3,1H4,1H5,2H6,1H5|1
CASCADE_REFILL|1|1H3,1H5,1H6,3T|1
CASCADE_REFILL|1|1H3,1H5,1J,1H3,1A,1H3|1
CASCADE_REFILL|1|1H3,1H5,1K,1H2,1A,1T|1
CASCADE_REFILL|1|1H3,1H5,1K,1Q,1A,1H3|1
CASCADE_REFILL|1|1H3,1H6,1A,1H3,1H3,1K|1
CASCADE_REFILL|1|1H3,1H6,1H5,2J,1H5|1
CASCADE_REFILL|1|1H3,1H6,1K,1K,1A,1H3|1
CASCADE_REFILL|1|1H3,1H6,2H4,1Q,1J|1
CASCADE_REFILL|1|1H3,1H6,3A,1H3|1
CASCADE_REFILL|1|1H3,1J,1H2,1H5,2H6|1
CASCADE_REFILL|1|1H3,1K,1A,1Scat,2T|1
CASCADE_REFILL|1|1H3,1K,1H2,1H6,1H2,1Q|1
CASCADE_REFILL|1|1H3,1K,1H4,1J,1Scat,1H3|1
CASCADE_REFILL|1|1H3,1K,1H5,1K,1A,1H3|1
CASCADE_REFILL|1|1H3,1K,1J,1H5,2H6|1
CASCADE_REFILL|1|1H3,1K,4A|1
CASCADE_REFILL|1|1H3,1K,4Wild|1
CASCADE_REFILL|1|1H3,1Q,1H5,2H6,1H5|1
CASCADE_REFILL|1|1H3,1Q,1J,1J,1H2,1H4|1
CASCADE_REFILL|1|1H3,1Q,3A,1H3|1
CASCADE_REFILL|1|1H3,1Scat,1H2,1H3,1T,1A|1
CASCADE_REFILL|1|1H3,1T,1H4,1A,1K,1H6|1
CASCADE_REFILL|1|1H3,1T,4A|1
CASCADE_REFILL|1|1H3,2Scat,2A,1H4|1
CASCADE_REFILL|1|1H4,1A,1H3,1H4,1H3,1H4|1
CASCADE_REFILL|1|1H4,1A,1H6,1H5,1T,1H2|1
CASCADE_REFILL|1|1H4,1A,1J,1H4,2H4|1
CASCADE_REFILL|1|1H4,1A,1T,1A,1Q,1H4|1
CASCADE_REFILL|1|1H4,1A,1T,1H4,1A,1K|1
CASCADE_REFILL|1|1H4,1H2,1A,1H4,2H4|1
CASCADE_REFILL|1|1H4,1H2,1A,1T,1H4,1A|1
CASCADE_REFILL|1|1H4,1H2,1H6,1T,1H2,1Q|1
CASCADE_REFILL|1|1H4,1H3,1H6,1H5,1T,1H2|1
CASCADE_REFILL|1|1H4,1H3,2H3,2H4|1
CASCADE_REFILL|1|1H4,1H4,1H3,1H3,2Q|1
CASCADE_REFILL|1|1H4,1H5,1A,1T,1H4,1A|1
CASCADE_REFILL|1|1H4,1H5,1J,2H3,1H4|1
CASCADE_REFILL|1|1H4,1H5,1J,2Wild,1H4|1
CASCADE_REFILL|1|1H4,1K,1A,1H4,2H4|1
CASCADE_REFILL|1|1H4,1K,1Q,1H5,1H5,1H4|1
CASCADE_REFILL|1|1H4,1Q,1A,1T,1H4,1A|1
CASCADE_REFILL|1|1H4,1Q,1H3,1H6,1H5,1T|1
CASCADE_REFILL|1|1H4,1Q,1H3,1T,1Q,1H4|1
CASCADE_REFILL|1|1H4,1Q,1Q,1T,1H5,1H4|1
CASCADE_REFILL|1|1H5,1A,1K,3J|1
CASCADE_REFILL|1|1H5,1H2,1A,1J,1H3,1Q|1
CASCADE_REFILL|1|1H5,1H2,1H5,1A,1T,1H6|1
CASCADE_REFILL|1|1H5,1H3,1T,1Q,1A,1A|1
CASCADE_REFILL|1|1H5,1H4,1H6,1A,1A,1H1|1
CASCADE_REFILL|1|1H5,1H4,1Wild,1H6,1H2,1H4|1
CASCADE_REFILL|1|1H5,1H5,1H3,3J|1
CASCADE_REFILL|1|1H5,1H6,1H3,3J|1
CASCADE_REFILL|1|1H5,1H6,1H4,1K,2A|1
CASCADE_REFILL|1|1H5,1H6,1T,2H6,1H6|1
CASCADE_REFILL|1|1H5,1J,1H4,1H6,1H2,1H4|1
CASCADE_REFILL|1|1H5,1K,1H6,1H3,1H2,1H4|1
CASCADE_REFILL|1|1H5,1K,1T,1T,1H3,1T|1
CASCADE_REFILL|1|1H5,1T,1H6,1H2,2Wild|1
CASCADE_REFILL|1|1H5,2H6,2J,1H6|1
CASCADE_REFILL|1|1H5,2Scat,2A,1H4|1
CASCADE_REFILL|1|1H6,1A,1H2,1Scat,2T|1
CASCADE_REFILL|1|1H6,1A,1J,1H2,1H3,1Q|1
CASCADE_REFILL|1|1H6,1A,1T,1A,1H5,1H6|1
CASCADE_REFILL|1|1H6,1A,2H4,1Q,1J|1
CASCADE_REFILL|1|1H6,1H2,1H2,1A,1K,1H5|1
CASCADE_REFILL|1|1H6,1H2,1H2,3H4|1
CASCADE_REFILL|1|1H6,1H2,1H3,1Q,1K,1K|1
CASCADE_REFILL|1|1H6,1H2,1H6,3A|1
CASCADE_REFILL|1|1H6,1H2,1J,1H3,1T,1H6|1
CASCADE_REFILL|1|1H6,1H2,1T,1H3,1J,1H5|1
CASCADE_REFILL|1|1H6,1H3,1A,1T,1H2,1H1|1
CASCADE_REFILL|1|1H6,1H3,1H3,1A,1H2,1H1|1
CASCADE_REFILL|1|1H6,1H3,1H5,1H3,1T,1H6|1
CASCADE_REFILL|1|1H6,1H4,1H4,1K,1H2,1H4|1
CASCADE_REFILL|1|1H6,1H5,1Scat,1H6,1K,1T|1
CASCADE_REFILL|1|1H6,1H5,2H5,1J,1K|1
CASCADE_REFILL|1|1H6,1H6,4A|1
CASCADE_REFILL|1|1H6,1J,1H5,1H6,1A,1H2|1
CASCADE_REFILL|1|1H6,1J,1H6,1J,1H6,1H4|1
CASCADE_REFILL|1|1H6,1J,1K,1H1,1H3,1Scat|1
CASCADE_REFILL|1|1H6,1K,1H2,1A,1T,1Scat|1
CASCADE_REFILL|1|1H6,1K,1H3,1J,1K,1H5|1
CASCADE_REFILL|1|1H6,1K,1H5,1H6,1A,1H2|1
CASCADE_REFILL|1|1H6,1K,1H6,1H2,1H4,1A|1
CASCADE_REFILL|1|1H6,1K,1K,1A,1Q,1J|1
CASCADE_REFILL|1|1H6,1K,1Q,1A,1H3,1J|1
CASCADE_REFILL|1|1H6,1Q,1H6,3A|1
CASCADE_REFILL|1|1H6,1Q,1K,1H5,1H6,1A|1
CASCADE_REFILL|1|1H6,1Q,1Q,1H3,2H5|1
CASCADE_REFILL|1|1H6,1Q,3H4,1J|1
CASCADE_REFILL|1|1H6,1Scat,1T,1H5,2H5|1
CASCADE_REFILL|1|1H6,1T,1A,1H2,1H5,1H6|1
CASCADE_REFILL|1|1H6,1T,1H4,1K,1H5,1T|1
CASCADE_REFILL|1|1H6,1T,1H6,3A|1
CASCADE_REFILL|1|1H6,1T,1Q,1H5,2H5|1
CASCADE_REFILL|1|1H6,1T,1T,1H2,1H2,1H3|1
CASCADE_REFILL|1|1J,1H2,1H2,1H6,1Q,1H6|1
CASCADE_REFILL|1|1J,1H2,1H3,1H3,1T,1J|1
CASCADE_REFILL|1|1J,1H3,1H3,1T,1Q,1J|1
CASCADE_REFILL|1|1J,1H3,3A,1T|1
CASCADE_REFILL|1|1J,1H4,1J,3A|1
CASCADE_REFILL|1|1J,1H4,1J,3K|1
CASCADE_REFILL|1|1J,1H4,1J,3Wild|1
CASCADE_REFILL|1|1J,1H4,1T,1J,1H4,1J|1
CASCADE_REFILL|1|1J,1H5,1A,1T,1J,1K|1
CASCADE_REFILL|1|1J,1H6,1Q,1J,2H6|1
CASCADE_REFILL|1|1J,1H6,4H2|1
CASCADE_REFILL|1|1J,1J,1Q,1K,2Q|1
CASCADE_REFILL|1|1J,1K,1A,1H6,1A,1K|1
CASCADE_REFILL|1|1J,1Q,1H2,1Q,1H5,1H1|1
CASCADE_REFILL|1|1J,1Q,1H5,1H1,2Wild|1
CASCADE_REFILL|1|1J,1Q,1J,1Scat,1H3,1H3|1
CASCADE_REFILL|1|1J,1Q,1K,1A,1J,1K|1
CASCADE_REFILL|1|1J,1T,1H3,1K,1K,1A|1
CASCADE_REFILL|1|1J,1T,1H4,1K,1H5,1Scat|1
CASCADE_REFILL|1|1J,1Wild,1H3,1H3,1T,1J|1
CASCADE_REFILL|1|1J,1Wild,1H3,1T,1Q,1J|1
CASCADE_REFILL|1|1J,3K,2H5|1
CASCADE_REFILL|1|1K,1A,1A,1T,1H6,1H3|1
